Date,User_ID,Session_Duration,Traffic_Source,Device,Added_to_Cart,Purchased,Rating
2022-09-22,3082,301,Referral,Tablet,No,No,4
2022-09-22,2259,1639,Referral,Mobile,Yes,No,5
2022-09-22,1138,1357,Referral,Tablet,Yes,No,2
2022-09-22,4531,472,Referral,Mobile,No,Yes,2
2022-09-22,7021,1357,Organic,Mobile,Yes,No,3
2022-09-23,4749,1503,Direct,Desktop,Yes,No,
2022-09-23,3787,236,Social Media,Tablet,No,Yes,1
2022-09-23,5025,1357,Paid,Tablet,No,No,4
2022-09-23,6114,367,Social Media,Mobile,Yes,Yes,4
2022-09-24,3903,145,Paid,Mobile,No,Yes,
2022-09-24,8035,511,Social Media,Tablet,Yes,No,5
2022-09-24,4239,1159,Paid,Tablet,No,No,5
2022-09-24,1493,980,Direct,Mobile,Yes,No,2
2022-09-24,2298,1265,Direct,Mobile,No,No,4
2022-09-25,5759,1197,Referral,Tablet,No,No,5
2022-09-25,7575,695,Social Media,Tablet,Yes,Yes,4
2022-09-25,6930,648,Organic,Mobile,Yes,No,2
2022-09-25,4133,70,Direct,Tablet,Yes,Yes,3
2022-09-25,5919,426,Direct,Tablet,No,No,3
2022-09-25,9627,551,Referral,Mobile,No,No,2
2022-09-26,8709,1036,Paid,Tablet,Yes,Yes,3
2022-09-26,6315,1611,Organic,Desktop,No,No,4
2022-09-26,5517,1319,Paid,Mobile,Yes,No,1
2022-09-27,8630,645,Paid,Mobile,No,No,3
2022-09-27,8081,1241,Social Media,Mobile,No,No,3
2022-09-27,1858,780,Direct,Desktop,Yes,No,1
2022-09-27,3185,1222,Social Media,Mobile,Yes,No,2
2022-09-27,9082,1016,Organic,Desktop,No,Yes,
2022-09-27,6202,146,Organic,Mobile,No,Yes,3
2022-09-27,8705,1052,Social Media,Mobile,No,No,5
2022-09-28,3867,1739,Direct,Tablet,Yes,No,4
2022-09-28,4574,1521,Direct,Mobile,Yes,Yes,4
2022-09-28,3776,1095,Social Media,Mobile,No,No,1
2022-09-28,9561,330,Direct,Mobile,No,No,4
2022-09-29,2756,1206,Referral,Desktop,No,No,
2022-09-29,9032,44,Social Media,Mobile,Yes,No,5
2022-09-29,3580,1035,Social Media,Desktop,Yes,No,2
2022-09-29,5240,214,Organic,Desktop,No,Yes,4
2022-09-29,4909,1168,Paid,Tablet,No,No,5
2022-09-30,2949,1241,Paid,Desktop,No,No,4
2022-09-30,9402,1543,Social Media,Mobile,No,No,5
2022-09-30,4768,1164,Direct,Desktop,No,No,5
2022-09-30,2181,88,Direct,Mobile,No,No,1
2022-09-30,7017,1734,Social Media,Mobile,No,No,
2022-09-30,3889,972,Social Media,Tablet,No,No,4
2022-09-30,4718,1249,Social Media,Desktop,No,No,
2022-10-01,5927,1379,Paid,Mobile,No,Yes,5
2022-10-01,9961,331,Direct,Desktop,No,Yes,4
2022-10-01,4312,1255,Social Media,Desktop,Yes,No,2
2022-10-01,6121,649,Paid,Desktop,No,No,5
2022-10-01,1864,1402,Social Media,Desktop,No,No,4
2022-10-01,6588,1025,Paid,Desktop,No,No,1
2022-10-02,3063,223,Direct,Tablet,No,No,1
2022-10-02,2573,1723,Direct,Desktop,Yes,No,5
2022-10-03,3665,938,Direct,Desktop,No,No,3
2022-10-03,8102,1290,Social Media,Desktop,No,No,1
2022-10-03,8545,1425,Organic,Tablet,Yes,No,
2022-10-03,9419,1629,Social Media,Desktop,No,No,5
2022-10-03,3868,1647,Social Media,Tablet,Yes,No,2
2022-10-04,6664,428,Direct,Mobile,No,No,2
2022-10-04,8837,649,Paid,Mobile,No,No,
2022-10-04,1686,397,Direct,Desktop,Yes,No,3
2022-10-04,7849,52,Organic,Tablet,No,No,3
2022-10-04,9593,949,Social Media,Desktop,Yes,No,1
2022-10-04,3015,1590,Paid,Desktop,No,Yes,1
2022-10-04,3328,185,Paid,Desktop,No,No,3
2022-10-04,8942,302,Social Media,Mobile,No,No,5
2022-10-04,3181,317,Direct,Desktop,No,Yes,
2022-10-05,8776,58,Organic,Mobile,No,No,2
2022-10-05,3924,419,Organic,Desktop,No,Yes,3
2022-10-05,5155,1418,Referral,Desktop,Yes,No,4
2022-10-05,3513,1003,Organic,Mobile,No,No,4
2022-10-05,3685,1596,Direct,Tablet,Yes,No,4
2022-10-06,3690,918,Paid,Mobile,No,Yes,1
2022-10-06,8393,643,Referral,Tablet,Yes,No,5
2022-10-06,1788,299,Organic,Tablet,No,No,2
2022-10-07,4672,791,Direct,Desktop,Yes,No,2
2022-10-07,5243,1530,Referral,Mobile,Yes,No,2
2022-10-07,7855,408,Referral,Tablet,No,No,2
2022-10-08,9154,1011,Social Media,Mobile,No,No,2
2022-10-08,1562,823,Organic,Mobile,No,No,4
2022-10-08,1722,963,Social Media,Tablet,Yes,Yes,3
2022-10-08,3486,723,Social Media,Mobile,Yes,No,5
2022-10-09,7429,1183,Social Media,Desktop,Yes,No,2
2022-10-09,5864,955,Social Media,Tablet,No,No,4
2022-10-10,9672,152,Paid,Desktop,Yes,No,5
2022-10-10,8146,805,Referral,Desktop,No,No,3
2022-10-10,4409,1461,Organic,Tablet,Yes,No,5
2022-10-10,1577,1431,Paid,Tablet,Yes,No,3
2022-10-10,5722,644,Referral,Mobile,No,No,3
2022-10-10,4598,1023,Referral,Tablet,Yes,No,1
2022-10-10,8232,1785,Direct,Desktop,Yes,Yes,4
2022-10-11,2472,812,Social Media,Mobile,Yes,No,5
2022-10-11,3419,1271,Organic,Desktop,No,No,2
2022-10-11,9641,1566,Paid,Tablet,Yes,Yes,4
2022-10-11,8011,167,Direct,Desktop,No,No,3
2022-10-12,4861,897,Referral,Mobile,Yes,No,3
2022-10-12,3976,664,Paid,Mobile,No,Yes,1
2022-10-12,5916,1740,Organic,Mobile,No,No,4
2022-10-12,1069,897,Paid,Desktop,Yes,Yes,
2022-10-12,5354,1776,Organic,Tablet,Yes,No,2
2022-10-12,7636,1610,Social Media,Tablet,No,Yes,5
2022-10-13,9089,1595,Referral,Desktop,Yes,No,3
2022-10-13,9130,1688,Paid,Tablet,Yes,Yes,2
2022-10-13,2824,599,Organic,Desktop,Yes,No,5
2022-10-14,8875,853,Social Media,Tablet,Yes,No,3
2022-10-14,1318,190,Paid,Desktop,No,Yes,4
2022-10-14,5070,222,Referral,Tablet,No,Yes,3
2022-10-14,1243,1583,Organic,Mobile,No,No,4
2022-10-14,6396,843,Social Media,Tablet,No,No,5
2022-10-14,9343,1499,Social Media,Desktop,Yes,No,5
2022-10-15,4067,214,Direct,Mobile,No,No,3
2022-10-15,6356,537,Organic,Mobile,Yes,Yes,2
2022-10-15,4329,1022,Referral,Tablet,No,No,2
2022-10-15,8727,1747,Direct,Desktop,Yes,No,3
2022-10-15,8824,794,Direct,Tablet,No,Yes,2
2022-10-16,5320,75,Direct,Desktop,No,No,
2022-10-16,8619,1347,Organic,Desktop,No,Yes,4
2022-10-16,2677,274,Paid,Desktop,Yes,No,5
2022-10-16,8398,1538,Referral,Desktop,No,No,4
2022-10-16,8612,66,Organic,Mobile,Yes,No,3
2022-10-16,9518,949,Organic,Mobile,No,Yes,1
2022-10-17,2523,134,Referral,Tablet,No,No,5
2022-10-18,8111,1092,Direct,Mobile,No,No,3
2022-10-18,2137,1161,Organic,Tablet,Yes,No,
2022-10-18,4803,1489,Organic,Mobile,Yes,No,1
2022-10-18,7505,1573,Paid,Tablet,No,No,2
2022-10-18,9651,805,Direct,Mobile,No,No,4
2022-10-19,7030,1770,Paid,Mobile,No,No,4
2022-10-19,5666,1016,Organic,Tablet,Yes,No,1
2022-10-20,9592,920,Social Media,Desktop,Yes,No,4
2022-10-20,1625,1156,Social Media,Tablet,No,No,5
2022-10-20,6510,256,Direct,Desktop,No,No,3
2022-10-21,4046,337,Paid,Tablet,No,No,2
2022-10-21,1978,1634,Referral,Mobile,Yes,No,4
2022-10-21,1625,1261,Social Media,Tablet,Yes,No,4
2022-10-21,8366,805,Paid,Tablet,No,No,3
2022-10-21,3511,185,Social Media,Tablet,Yes,No,
2022-10-22,1886,1615,Organic,Mobile,Yes,No,4
2022-10-22,2095,76,Organic,Mobile,Yes,No,3
2022-10-22,5920,942,Paid,Mobile,No,No,5
2022-10-22,2391,68,Organic,Desktop,No,No,3
2022-10-22,2009,1755,Referral,Desktop,No,No,4
2022-10-23,5053,358,Direct,Desktop,Yes,No,
2022-10-23,2645,612,Referral,Tablet,No,No,3
2022-10-23,6315,329,Referral,Tablet,No,No,5
2022-10-23,8938,889,Organic,Desktop,Yes,No,5
2022-10-23,7996,731,Organic,Tablet,Yes,No,1
2022-10-23,9272,1760,Social Media,Tablet,No,No,4
2022-10-23,5018,1490,Organic,Mobile,No,Yes,
2022-10-24,2934,184,Referral,Tablet,No,No,3
2022-10-25,9554,746,Direct,Tablet,No,Yes,4
2022-10-25,6560,190,Referral,Tablet,Yes,No,1
2022-10-25,9217,686,Referral,Tablet,No,No,4
2022-10-26,9104,876,Paid,Desktop,No,No,5
2022-10-26,1185,1194,Social Media,Mobile,No,No,5
2022-10-26,6484,1468,Organic,Tablet,No,Yes,2
2022-10-27,5350,1466,Organic,Desktop,Yes,No,2
2022-10-27,6494,1696,Organic,Tablet,Yes,No,1
2022-10-28,9804,493,Paid,Mobile,No,No,2
2022-10-28,6851,713,Paid,Desktop,Yes,No,4
2022-10-29,1378,1551,Organic,Desktop,Yes,No,3
2022-10-29,4740,419,Referral,Mobile,Yes,Yes,1
2022-10-29,5086,1365,Direct,Mobile,No,Yes,1
2022-10-29,3581,929,Direct,Desktop,No,No,5
2022-10-29,7005,359,Referral,Tablet,Yes,No,3
2022-10-29,5185,1056,Organic,Desktop,No,Yes,3
2022-10-30,6011,804,Organic,Desktop,Yes,No,1
2022-10-30,6604,856,Organic,Desktop,Yes,Yes,5
2022-10-30,5636,941,Referral,Mobile,Yes,No,3
2022-10-30,1078,1659,Organic,Desktop,Yes,No,5
2022-10-30,4785,965,Paid,Desktop,Yes,Yes,5
2022-10-31,6599,94,Paid,Mobile,No,No,5
2022-10-31,4932,1750,Organic,Tablet,Yes,No,4
2022-10-31,5457,116,Paid,Tablet,Yes,No,3
2022-11-01,2091,1189,Organic,Desktop,No,Yes,2
2022-11-01,2446,550,Social Media,Mobile,Yes,No,5
2022-11-01,7720,717,Organic,Mobile,No,No,1
2022-11-01,7952,1237,Referral,Mobile,No,No,4
2022-11-01,4122,411,Direct,Tablet,No,No,2
2022-11-01,1731,713,Organic,Tablet,Yes,No,5
2022-11-01,5466,1733,Social Media,Mobile,Yes,No,4
2022-11-01,1105,1249,Organic,Mobile,Yes,No,4
2022-11-02,6120,1229,Referral,Desktop,Yes,No,3
2022-11-02,8170,1772,Referral,Desktop,No,No,1
2022-11-02,5512,34,Social Media,Desktop,No,No,4
2022-11-02,7486,1500,Organic,Mobile,No,No,
2022-11-02,9989,1090,Paid,Mobile,Yes,No,3
2022-11-03,6285,72,Direct,Tablet,Yes,No,4
2022-11-03,5677,444,Direct,Mobile,No,Yes,3
2022-11-03,1920,1771,Direct,Mobile,No,No,1
2022-11-03,2359,882,Paid,Tablet,Yes,No,5
2022-11-04,9953,452,Referral,Mobile,No,No,2
2022-11-04,7436,751,Referral,Tablet,No,No,1
2022-11-04,2536,1360,Direct,Mobile,No,Yes,1
2022-11-04,4841,211,Organic,Mobile,No,No,1
2022-11-04,7370,1330,Referral,Desktop,No,Yes,4
2022-11-04,4727,823,Organic,Mobile,No,No,4
2022-11-05,5868,1148,Organic,Mobile,No,No,1
2022-11-06,2291,360,Organic,Mobile,Yes,Yes,5
2022-11-06,4561,386,Referral,Desktop,No,No,2
2022-11-06,8082,1797,Referral,Tablet,No,No,2
2022-11-06,1056,1040,Paid,Desktop,Yes,Yes,3
2022-11-07,5259,479,Organic,Mobile,No,No,2
2022-11-07,6127,1273,Referral,Desktop,Yes,Yes,4
2022-11-07,9793,820,Organic,Tablet,No,No,
2022-11-07,5443,1294,Paid,Mobile,No,No,1
2022-11-07,1395,498,Paid,Tablet,No,No,2
2022-11-07,2860,1702,Referral,Desktop,No,No,3
2022-11-08,3017,303,Organic,Desktop,Yes,No,3
2022-11-08,9007,631,Paid,Mobile,Yes,No,
2022-11-08,4174,154,Paid,Tablet,Yes,Yes,5
2022-11-09,8069,879,Paid,Mobile,No,Yes,2
2022-11-09,4663,1749,Referral,Desktop,No,Yes,3
2022-11-09,4880,964,Paid,Desktop,Yes,No,4
2022-11-09,8906,1283,Paid,Tablet,No,No,5
2022-11-09,3419,1044,Paid,Mobile,No,Yes,3
2022-11-09,7341,1653,Referral,Desktop,No,No,4
2022-11-09,2854,1423,Organic,Desktop,Yes,No,5
2022-11-10,9659,1088,Social Media,Tablet,No,No,2
2022-11-10,1055,1699,Paid,Desktop,No,Yes,2
2022-11-10,2755,138,Social Media,Desktop,No,No,1
2022-11-10,5275,973,Direct,Tablet,No,Yes,5
2022-11-10,1107,1737,Direct,Desktop,No,Yes,5
2022-11-10,6205,643,Organic,Tablet,No,No,
2022-11-11,9930,702,Organic,Tablet,Yes,No,2
2022-11-11,5001,1565,Direct,Desktop,No,No,4
2022-11-11,4459,1429,Organic,Mobile,No,No,5
2022-11-12,8995,1308,Referral,Tablet,Yes,No,
2022-11-12,9846,684,Direct,Mobile,No,No,1
2022-11-13,1818,267,Social Media,Mobile,No,No,2
2022-11-13,9802,298,Direct,Desktop,No,Yes,4
2022-11-13,2690,312,Direct,Tablet,Yes,No,2
2022-11-14,6875,563,Direct,Desktop,Yes,Yes,2
2022-11-14,4161,1021,Paid,Mobile,Yes,No,2
2022-11-14,8371,693,Social Media,Desktop,No,No,4
2022-11-14,2610,907,Direct,Tablet,No,No,5
2022-11-14,4895,1475,Direct,Desktop,No,No,5
2022-11-14,8860,836,Organic,Tablet,No,No,3
2022-11-14,8630,1182,Paid,Desktop,Yes,No,3
2022-11-15,3634,1623,Paid,Desktop,No,No,3
2022-11-16,5018,1207,Organic,Desktop,No,No,2
2022-11-16,9190,780,Social Media,Desktop,Yes,No,
2022-11-16,2502,446,Referral,Mobile,Yes,No,5
2022-11-17,3436,75,Referral,Desktop,No,No,3
2022-11-17,1352,289,Organic,Tablet,Yes,No,3
2022-11-17,8727,773,Referral,Desktop,No,No,4
2022-11-17,3355,1047,Paid,Tablet,Yes,No,1
2022-11-17,2906,1076,Organic,Tablet,No,Yes,4
2022-11-17,8489,397,Organic,Mobile,No,No,5
2022-11-18,9055,35,Direct,Tablet,No,No,5
2022-11-18,9462,621,Paid,Mobile,Yes,No,5
2022-11-18,3588,1657,Social Media,Tablet,No,No,1
2022-11-19,7578,953,Organic,Mobile,No,No,5
2022-11-19,8863,1296,Social Media,Mobile,No,No,2
2022-11-20,2502,1300,Direct,Mobile,No,No,2
2022-11-20,2469,1089,Organic,Tablet,No,No,4
2022-11-20,5235,1239,Referral,Mobile,Yes,No,2
2022-11-20,1687,246,Direct,Desktop,No,Yes,3
2022-11-20,6432,141,Social Media,Desktop,No,Yes,4
2022-11-21,5959,1323,Organic,Mobile,No,No,1
2022-11-21,3809,263,Organic,Mobile,No,No,2
2022-11-21,4006,551,Referral,Mobile,No,No,4
2022-11-21,5953,1722,Organic,Tablet,No,Yes,5
2022-11-22,5515,146,Organic,Desktop,Yes,No,1
2022-11-22,7975,103,Paid,Desktop,Yes,No,
2022-11-22,2545,754,Direct,Mobile,No,Yes,4
2022-11-23,5150,416,Referral,Tablet,No,Yes,5
2022-11-23,4535,829,Social Media,Tablet,Yes,No,
2022-11-23,1774,126,Direct,Mobile,No,No,
2022-11-23,9302,1372,Social Media,Mobile,No,No,3
2022-11-23,5830,206,Paid,Tablet,No,No,2
2022-11-23,7499,1778,Referral,Mobile,No,No,2
2022-11-24,6322,1194,Organic,Desktop,No,No,1
2022-11-24,2857,124,Organic,Desktop,No,No,5
2022-11-24,3180,926,Social Media,Tablet,Yes,Yes,3
2022-11-24,1808,474,Referral,Mobile,No,Yes,2
2022-11-24,8641,1619,Social Media,Desktop,Yes,No,1
2022-11-25,1541,278,Organic,Desktop,Yes,No,4
2022-11-25,7889,1681,Social Media,Tablet,Yes,No,4
2022-11-25,6517,873,Organic,Tablet,Yes,No,4
2022-11-25,3374,790,Paid,Mobile,No,No,3
2022-11-26,7189,1488,Social Media,Tablet,Yes,No,5
2022-11-26,9014,1155,Paid,Desktop,No,No,2
2022-11-26,6369,521,Paid,Mobile,No,Yes,5
2022-11-26,4007,1632,Social Media,Tablet,No,No,4
2022-11-27,8637,673,Social Media,Tablet,No,No,4
2022-11-27,6141,240,Referral,Desktop,No,Yes,3
2022-11-27,7312,693,Organic,Tablet,No,No,3
2022-11-27,4960,1159,Referral,Desktop,Yes,No,3
2022-11-27,7801,45,Organic,Desktop,Yes,No,1
2022-11-27,7125,68,Direct,Desktop,No,Yes,3
2022-11-27,3982,449,Social Media,Mobile,No,No,3
2022-11-28,4346,627,Social Media,Mobile,No,No,
2022-11-28,2626,973,Paid,Desktop,No,No,3
2022-11-28,8190,791,Organic,Tablet,Yes,No,4
2022-11-29,7083,1661,Paid,Mobile,No,No,4
2022-11-29,1242,1185,Organic,Tablet,Yes,No,5
2022-11-30,5532,1537,Paid,Mobile,Yes,No,4
2022-11-30,9955,1293,Paid,Mobile,Yes,No,5
2022-11-30,8844,721,Referral,Desktop,No,No,5
2022-11-30,7378,1583,Paid,Tablet,No,No,4
2022-11-30,6622,1702,Direct,Mobile,Yes,No,3
2022-11-30,6821,791,Social Media,Tablet,Yes,No,5
2022-11-30,9624,1275,Direct,Desktop,No,No,3
2022-12-01,6147,440,Organic,Mobile,No,No,3
2022-12-01,9015,61,Direct,Tablet,Yes,Yes,5
2022-12-01,7614,436,Direct,Mobile,No,No,4
2022-12-01,5264,1710,Paid,Mobile,No,No,3
2022-12-02,4095,1152,Referral,Mobile,No,No,2
2022-12-02,3415,848,Referral,Desktop,Yes,No,3
2022-12-02,5987,868,Direct,Mobile,No,No,
2022-12-02,9536,1647,Referral,Mobile,Yes,No,3
2022-12-02,2269,1319,Referral,Tablet,No,No,3
2022-12-02,4906,655,Direct,Desktop,Yes,No,4
2022-12-02,1910,799,Organic,Desktop,No,Yes,
2022-12-03,5507,637,Direct,Desktop,Yes,No,5
2022-12-03,1569,332,Social Media,Mobile,No,No,5
2022-12-03,8952,893,Social Media,Desktop,Yes,No,4
2022-12-03,5992,1247,Organic,Tablet,Yes,No,4
2022-12-04,5648,1395,Referral,Mobile,No,No,4
2022-12-04,5613,1432,Paid,Desktop,Yes,No,5
2022-12-04,7464,1437,Referral,Tablet,No,No,5
2022-12-04,4951,396,Direct,Mobile,No,No,5
2022-12-04,9490,1387,Organic,Mobile,No,Yes,5
2022-12-04,8246,1266,Social Media,Tablet,Yes,No,
2022-12-04,8127,125,Paid,Desktop,No,No,2
2022-12-04,4735,229,Organic,Mobile,No,No,
2022-12-05,9520,973,Referral,Tablet,Yes,Yes,3
2022-12-05,4088,1413,Organic,Desktop,No,Yes,2
2022-12-05,8192,1771,Paid,Tablet,No,No,3
2022-12-05,5511,423,Referral,Mobile,No,No,3
2022-12-05,6956,354,Direct,Tablet,Yes,Yes,2
2022-12-06,2537,1166,Organic,Tablet,Yes,Yes,4
2022-12-06,8749,140,Direct,Mobile,No,No,5
2022-12-06,3340,216,Paid,Mobile,No,No,5
2022-12-06,6897,288,Referral,Mobile,No,No,4
2022-12-06,2161,1579,Social Media,Tablet,Yes,No,
2022-12-06,2912,734,Referral,Mobile,No,No,1
2022-12-07,4653,75,Referral,Tablet,No,Yes,4
2022-12-07,2545,1442,Direct,Tablet,Yes,Yes,3
2022-12-07,6002,296,Social Media,Tablet,Yes,No,
2022-12-07,3296,761,Paid,Desktop,Yes,No,1
2022-12-07,1292,1570,Direct,Tablet,No,No,3
2022-12-08,4955,1269,Direct,Desktop,Yes,No,
2022-12-08,8525,1473,Organic,Mobile,No,Yes,3
2022-12-08,2222,177,Direct,Desktop,Yes,No,4
2022-12-08,3686,1549,Paid,Tablet,Yes,No,3
2022-12-08,9740,726,Social Media,Desktop,No,Yes,4
2022-12-08,7528,1089,Organic,Desktop,No,No,4
2022-12-09,9031,188,Referral,Mobile,No,No,1
2022-12-09,6072,1608,Organic,Mobile,No,No,3
2022-12-09,3873,38,Direct,Desktop,No,No,1
2022-12-09,8377,301,Social Media,Tablet,No,No,3
2022-12-10,2105,497,Paid,Mobile,Yes,No,4
2022-12-10,4066,223,Organic,Desktop,No,No,4
2022-12-10,4779,1670,Paid,Desktop,No,Yes,4
2022-12-11,6599,1516,Social Media,Tablet,No,Yes,5
2022-12-11,1376,908,Paid,Mobile,No,Yes,3
2022-12-11,6546,235,Referral,Tablet,No,No,4
2022-12-11,8091,1324,Referral,Desktop,Yes,No,
2022-12-11,4201,1664,Paid,Tablet,Yes,No,1
2022-12-11,8096,185,Direct,Tablet,No,No,
2022-12-12,2738,549,Organic,Desktop,Yes,No,5
2022-12-12,9257,1295,Direct,Desktop,No,No,
2022-12-12,4367,482,Referral,Tablet,Yes,No,
2022-12-13,1815,537,Social Media,Desktop,No,No,5
2022-12-13,6387,900,Organic,Desktop,Yes,No,3
2022-12-13,5845,661,Paid,Tablet,No,No,2
2022-12-14,6944,337,Organic,Mobile,No,No,3
2022-12-14,8325,325,Referral,Mobile,Yes,No,
2022-12-14,7416,1566,Paid,Tablet,No,No,3
2022-12-14,7639,1442,Direct,Mobile,No,Yes,3
2022-12-14,8783,1202,Paid,Tablet,No,No,1
2022-12-14,1080,45,Referral,Mobile,Yes,Yes,4
2022-12-15,9874,1593,Paid,Mobile,No,No,2
2022-12-15,7794,952,Organic,Mobile,Yes,Yes,
2022-12-15,4757,700,Referral,Desktop,No,No,3
2022-12-15,2471,922,Social Media,Tablet,Yes,No,5
2022-12-16,3243,1615,Direct,Desktop,Yes,No,1
2022-12-16,5784,1202,Paid,Mobile,No,No,4
2022-12-16,4875,325,Organic,Tablet,No,No,4
2022-12-16,8642,1130,Organic,Desktop,Yes,Yes,4
2022-12-16,6397,1696,Referral,Desktop,Yes,No,
2022-12-17,3980,238,Organic,Desktop,Yes,Yes,3
2022-12-17,7364,1079,Paid,Mobile,Yes,No,3
2022-12-17,8520,627,Organic,Mobile,Yes,No,4
2022-12-18,1354,690,Referral,Tablet,No,No,4
2022-12-19,3073,1767,Referral,Mobile,No,No,3
2022-12-19,2781,905,Social Media,Mobile,No,No,1
2022-12-19,1235,1574,Referral,Mobile,Yes,No,2
2022-12-19,8297,609,Referral,Tablet,Yes,Yes,5
2022-12-20,1598,180,Referral,Mobile,Yes,No,4
2022-12-20,5859,642,Organic,Desktop,Yes,No,5
2022-12-20,2559,1133,Organic,Tablet,Yes,No,2
2022-12-21,9640,449,Paid,Tablet,Yes,No,4
2022-12-22,7786,1707,Direct,Desktop,No,No,
2022-12-22,7183,1582,Referral,Desktop,Yes,No,5
2022-12-22,3032,1670,Organic,Desktop,Yes,No,1
2022-12-22,5987,723,Organic,Mobile,No,No,
2022-12-22,5864,308,Paid,Mobile,No,No,3
2022-12-23,7947,292,Organic,Tablet,Yes,Yes,1
2022-12-23,1777,1473,Paid,Tablet,No,Yes,
2022-12-24,7929,1591,Direct,Mobile,Yes,No,2
2022-12-24,8407,1680,Direct,Tablet,No,No,4
2022-12-24,9388,1394,Paid,Desktop,No,No,
2022-12-25,6150,488,Social Media,Mobile,Yes,No,1
2022-12-25,4270,1774,Organic,Tablet,Yes,No,1
2022-12-26,7537,939,Organic,Mobile,Yes,Yes,2
2022-12-26,7609,140,Social Media,Desktop,Yes,No,2
2022-12-26,2725,762,Organic,Desktop,No,Yes,2
2022-12-26,5376,1741,Referral,Mobile,Yes,No,2
2022-12-26,3686,615,Referral,Tablet,No,No,3
2022-12-26,9594,1205,Paid,Desktop,Yes,No,3
2022-12-27,5938,408,Paid,Tablet,No,No,3
2022-12-27,3242,628,Referral,Desktop,Yes,No,2
2022-12-27,8807,1384,Organic,Mobile,Yes,No,3
2022-12-27,2440,1329,Organic,Tablet,Yes,Yes,4
2022-12-28,2848,987,Social Media,Mobile,Yes,Yes,2
2022-12-28,7610,1122,Referral,Mobile,No,No,4
2022-12-28,8320,1754,Referral,Mobile,Yes,No,5
2022-12-28,1560,654,Referral,Desktop,No,No,
2022-12-29,3486,671,Paid,Tablet,No,No,5
2022-12-29,3402,1650,Paid,Mobile,Yes,No,1
2022-12-29,1810,44,Social Media,Desktop,Yes,No,5
2022-12-29,5350,1476,Direct,Desktop,Yes,Yes,4
2022-12-29,5052,324,Paid,Tablet,No,No,
2022-12-29,8211,1156,Social Media,Desktop,No,No,
2022-12-29,5979,369,Organic,Tablet,No,No,2
2022-12-29,4157,610,Organic,Desktop,Yes,No,5
2022-12-29,6002,135,Direct,Tablet,No,Yes,1
2022-12-30,8848,791,Referral,Tablet,No,No,5
2022-12-30,6997,1293,Paid,Mobile,No,No,4
2022-12-30,7744,317,Social Media,Tablet,No,No,4
2022-12-30,7025,1485,Paid,Tablet,Yes,No,5
2022-12-30,8450,210,Organic,Mobile,No,No,5
2022-12-31,4497,1741,Referral,Tablet,Yes,No,
2022-12-31,2789,172,Direct,Tablet,No,No,2
2022-12-31,5760,1170,Referral,Mobile,Yes,No,4
2022-12-31,7870,1612,Social Media,Desktop,No,No,5
2022-12-31,5631,1573,Paid,Tablet,No,No,5
2022-12-31,1773,535,Direct,Desktop,Yes,No,2
2023-01-01,5647,882,Direct,Tablet,Yes,No,4
2023-01-01,7460,1098,Paid,Mobile,No,No,4
2023-01-01,7213,190,Direct,Tablet,No,Yes,5
2023-01-01,9721,693,Organic,Mobile,Yes,Yes,5
2023-01-01,4932,1019,Organic,Desktop,No,No,4
2023-01-01,5349,756,Paid,Tablet,Yes,No,5
2023-01-02,7485,1750,Organic,Mobile,No,Yes,2
2023-01-02,9864,1630,Referral,Mobile,Yes,No,3
2023-01-02,4359,575,Social Media,Desktop,Yes,No,4
2023-01-02,8370,1528,Referral,Desktop,No,No,1
2023-01-02,6695,1796,Paid,Desktop,No,No,1
2023-01-03,3999,678,Paid,Mobile,Yes,No,1
2023-01-03,8565,955,Paid,Tablet,No,No,4
2023-01-03,9728,1279,Organic,Mobile,No,No,5
2023-01-04,1502,1683,Referral,Tablet,No,No,
2023-01-04,2403,1695,Social Media,Mobile,No,No,4
2023-01-04,5088,1195,Organic,Desktop,Yes,No,3
2023-01-05,6932,101,Social Media,Tablet,Yes,No,
2023-01-05,9007,1462,Social Media,Tablet,Yes,No,2
2023-01-05,3488,1294,Organic,Mobile,No,No,1
2023-01-05,4235,1516,Referral,Desktop,Yes,No,
2023-01-06,1477,1701,Paid,Mobile,No,Yes,5
2023-01-06,8754,1748,Social Media,Mobile,Yes,No,4
2023-01-06,4201,1256,Paid,Mobile,No,No,5
2023-01-06,5250,857,Organic,Desktop,No,No,
2023-01-07,5295,1051,Organic,Mobile,Yes,Yes,4
2023-01-07,3040,1414,Organic,Desktop,No,Yes,5
2023-01-07,2858,609,Referral,Mobile,No,No,4
2023-01-08,2578,61,Organic,Mobile,Yes,No,
2023-01-08,4793,1292,Direct,Desktop,No,No,2
2023-01-08,3665,1265,Organic,Desktop,No,No,5
2023-01-09,4019,1262,Organic,Desktop,Yes,Yes,4
2023-01-09,3276,1775,Social Media,Desktop,No,No,2
2023-01-09,2098,621,Referral,Tablet,No,No,5
2023-01-09,1504,1284,Direct,Mobile,No,No,2
2023-01-10,4092,260,Social Media,Mobile,No,No,1
2023-01-10,6993,82,Paid,Desktop,No,Yes,5
2023-01-10,8956,1068,Paid,Mobile,Yes,No,2
2023-01-10,8829,920,Referral,Tablet,Yes,No,
2023-01-10,7127,1582,Referral,Desktop,No,No,4
2023-01-10,6396,1524,Paid,Tablet,Yes,No,1
2023-01-10,6827,243,Paid,Desktop,No,No,4
